Logging to /home/windrist/Workspace/ThichNghi_ws/src/aslam_rl/log/PPO_ContinuousObs/PPO_Extended_5
---------------------------------
| rollout/           |          |
|    value_loss           | 752         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 80.7        |
|    ep_rew_mean          | 917         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 90          |
|    time_elapsed         | 20578       |
|    total_timesteps      | 184320      |
| train/                  |             |
|    approx_kl            | 0.012545205 |
|    clip_fraction        | 0.196       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.625      |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 362         |
|    n_updates            | 8250        |
|    policy_gradient_loss | -0.001      |
|    std                  | 0.331       |
|    value_loss           | 945         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 84.3        |
|    ep_rew_mean          | 913         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 91          |
|    time_elapsed         | 20807       |
|    total_timesteps      | 186368      |
| train/                  |             |
|    approx_kl            | 0.014604506 |
|    clip_fraction        | 0.2         |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.62       |
|    explained_variance   | 0.962       |
|    learning_rate        | 0.0003      |
|    loss                 | 120         |
|    n_updates            | 8260        |
|    policy_gradient_loss | 0.00157     |
|    std                  | 0.331       |
|    value_loss           | 495         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 84.4         |
|    ep_rew_mean          | 913          |
| time/                   |              |
|    fps                  | 8            |
|    iterations           | 92           |
|    time_elapsed         | 21045        |
|    total_timesteps      | 188416       |
| train/                  |              |
|    approx_kl            | 0.0057426584 |
|    clip_fraction        | 0.065        |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.62        |
|    explained_variance   | 0.929        |
|    learning_rate        | 0.0003       |
|    loss                 | 581          |
|    n_updates            | 8270         |
|    policy_gradient_loss | -0.00642     |
|    std                  | 0.33         |
|    value_loss           | 2.36e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 87.1        |
|    ep_rew_mean          | 911         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 93          |
|    time_elapsed         | 21279       |
|    total_timesteps      | 190464      |
| train/                  |             |
|    approx_kl            | 0.017985715 |
|    clip_fraction        | 0.21        |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.617      |
|    explained_variance   | 0.978       |
|    learning_rate        | 0.0003      |
|    loss                 | 81.6        |
|    n_updates            | 8280        |
|    policy_gradient_loss | -8.2e-05    |
|    std                  | 0.33        |
|    value_loss           | 759         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.4        |
|    ep_rew_mean          | 908         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 94          |
|    time_elapsed         | 21509       |
|    total_timesteps      | 192512      |
| train/                  |             |
|    approx_kl            | 0.010012308 |
|    clip_fraction        | 0.0918      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.615      |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.01e+03    |
|    n_updates            | 8290        |
|    policy_gradient_loss | -0.00274    |
|    std                  | 0.329       |
|    value_loss           | 1.99e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 97.5         |
|    ep_rew_mean          | 904          |
| time/                   |              |
|    fps                  | 8            |
|    iterations           | 95           |
|    time_elapsed         | 21746        |
|    total_timesteps      | 194560       |
| train/                  |              |
|    approx_kl            | 0.0049824547 |
|    clip_fraction        | 0.0661       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.611       |
|    explained_variance   | 0.925        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.11e+03     |
|    n_updates            | 8300         |
|    policy_gradient_loss | -0.00431     |
|    std                  | 0.329        |
|    value_loss           | 2.53e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 94.2        |
|    ep_rew_mean          | 906         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 96          |
|    time_elapsed         | 21979       |
|    total_timesteps      | 196608      |
| train/                  |             |
|    approx_kl            | 0.008264378 |
|    clip_fraction        | 0.138       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.605      |
|    explained_variance   | 0.976       |
|    learning_rate        | 0.0003      |
|    loss                 | 440         |
|    n_updates            | 8310        |
|    policy_gradient_loss | 0.000649    |
|    std                  | 0.327       |
|    value_loss           | 810         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 105         |
|    ep_rew_mean          | 897         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 97          |
|    time_elapsed         | 22201       |
|    total_timesteps      | 198656      |
| train/                  |             |
|    approx_kl            | 0.011319885 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.599      |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 284         |
|    n_updates            | 8320        |
|    policy_gradient_loss | -0.00692    |
|    std                  | 0.327       |
|    value_loss           | 1.12e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 101         |
|    ep_rew_mean          | 898         |
| time/                   |             |
|    fps                  | 8           |
|    iterations           | 98          |
|    time_elapsed         | 22441       |
|    total_timesteps      | 200704      |
| train/                  |             |
|    approx_kl            | 0.008712774 |
|    clip_fraction        | 0.0934      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.602      |
|    explained_variance   | 0.904       |
|    learning_rate        | 0.0003      |
|    loss                 | 943         |
|    n_updates            | 8330        |
|    policy_gradient_loss | -0.00757    |
|    std                  | 0.328       |
|    value_loss           | 2.61e+03    |
-----------------------------------------
